Categoría,Período,Valor,Fuente,Codigo,DescripcionCompleta
H,4º Trim 2006,193807.0,C3,,
I,4º Trim 2006,430831.0,C3,,
J,4º Trim 2006,129936.0,C3,,
K,4º Trim 2006,862634.0,C3,,
M,4º Trim 2006,362632.0,C3,,
N,4º Trim 2006,220053.0,C3,,
O,4º Trim 2006,335600.0,C3,,
Total general,4º Trim 2006,5311095.0,C3,,
A,1º Trim 2007,332662.0,C3,,
B,1º Trim 2007,15929.0,C3,,
C,1º Trim 2007,61241.0,C3,,
D,1º Trim 2007,1109295.0,C3,,
E,1º Trim 2007,52458.0,C3,,
F,1º Trim 2007,402135.0,C3,,
G,1º Trim 2007,895042.0,C3,,
H,1º Trim 2007,204907.0,C3,,
I,1º Trim 2007,442185.0,C3,,
J,1º Trim 2007,133447.0,C3,,
K,1º Trim 2007,883891.0,C3,,
M,1º Trim 2007,348740.0,C3,,
N,1º Trim 2007,224131.0,C3,,
O,1º Trim 2007,341203.0,C3,,
Total general,1º Trim 2007,5447266.0,C3,,
A,2º Trim 2007,328528.0,C3,,
B,2º Trim 2007,16621.0,C3,,
C,2º Trim 2007,62707.0,C3,,
D,2º Trim 2007,1123138.0,C3,,
E,2º Trim 2007,52764.0,C3,,
F,2º Trim 2007,420690.0,C3,,
G,2º Trim 2007,902092.0,C3,,
H,2º Trim 2007,196079.0,C3,,
I,2º Trim 2007,450193.0,C3,,
J,2º Trim 2007,140421.0,C3,,
K,2º Trim 2007,884203.0,C3,,
M,2º Trim 2007,370036.0,C3,,
N,2º Trim 2007,226116.0,C3,,
O,2º Trim 2007,339739.0,C3,,
Total general,2º Trim 2007,5513327.0,C3,,
A,3º Trim 2007,317520.0,C3,,
B,3º Trim 2007,15145.0,C3,,
C,3º Trim 2007,64649.0,C3,,
D,3º Trim 2007,1140625.0,C3,,
E,3º Trim 2007,52775.0,C3,,
F,3º Trim 2007,430619.0,C3,,
G,3º Trim 2007,923826.0,C3,,
H,3º Trim 2007,201747.0,C3,,
I,3º Trim 2007,460009.0,C3,,
J,3º Trim 2007,144001.0,C3,,
K,3º Trim 2007,900619.0,C3,,
M,3º Trim 2007,374498.0,C3,,
N,3º Trim 2007,231391.0,C3,,
O,3º Trim 2007,345450.0,C3,,
Total general,3º Trim 2007,5602874.0,C3,,
A,4º Trim 2007,330462.0,C3,,
B,4º Trim 2007,14318.0,C3,,
C,4º Trim 2007,66607.0,C3,,
D,4º Trim 2007,1165080.0,C3,,
E,4º Trim 2007,53201.0,C3,,
F,4º Trim 2007,433660.0,C3,,
G,4º Trim 2007,967148.0,C3,,
H,4º Trim 2007,212010.0,C3,,
I,4º Trim 2007,471156.0,C3,,
J,4º Trim 2007,146701.0,C3,,
K,4º Trim 2007,953808.0,C3,,
M,4º Trim 2007,379076.0,C3,,
N,4º Trim 2007,235332.0,C3,,
O,4º Trim 2007,352775.0,C3,,
Total general,4º Trim 2007,5781334.0,C3,,
A,1º Trim 2008,347832.0,C3,,
B,1º Trim 2008,14625.0,C3,,
C,1º Trim 2008,68479.0,C3,,
D,1º Trim 2008,1188300.0,C3,,
E,1º Trim 2008,53795.0,C3,,
F,1º Trim 2008,431007.0,C3,,
G,1º Trim 2008,983261.0,C3,,
H,1º Trim 2008,225432.0,C3,,
I,1º Trim 2008,481041.0,C3,,
J,1º Trim 2008,148644.0,C3,,
K,1º Trim 2008,969897.0,C3,,
M,1º Trim 2008,363541.0,C3,,
N,1º Trim 2008,240416.0,C3,,
O,1º Trim 2008,359347.0,C3,,
Total general,1º Trim 2008,5875617.0,C3,,
A,2º Trim 2008,350359.0,C3,,
B,2º Trim 2008,15642.0,C3,,
C,2º Trim 2008,69564.0,C3,,
D,2º Trim 2008,1203506.0,C3,,
E,2º Trim 2008,54217.0,C3,,
F,2º Trim 2008,437104.0,C3,,
G,2º Trim 2008,991547.0,C3,,
H,2º Trim 2008,214874.0,C3,,
I,2º Trim 2008,488335.0,C3,,
J,2º Trim 2008,151224.0,C3,,
K,2º Trim 2008,963244.0,C3,,
M,2º Trim 2008,386046.0,C3,,
N,2º Trim 2008,243358.0,C3,,
O,2º Trim 2008,358454.0,C3,,
Total general,2º Trim 2008,5927474.0,C3,,
A,3º Trim 2008,335796.0,C3,,
B,3º Trim 2008,14833.0,C3,,
C,3º Trim 2008,70540.0,C3,,
D,3º Trim 2008,1208069.0,C3,,
E,3º Trim 2008,54365.0,C3,,
F,3º Trim 2008,427220.0,C3,,
G,3º Trim 2008,1003998.0,C3,,
H,3º Trim 2008,220237.0,C3,,
I,3º Trim 2008,494986.0,C3,,
J,3º Trim 2008,152251.0,C3,,
K,3º Trim 2008,953503.0,C3,,
M,3º Trim 2008,389836.0,C3,,
N,3º Trim 2008,247614.0,C3,,
O,3º Trim 2008,361836.0,C3,,
Total general,3º Trim 2008,5935084.0,C3,,
A,4º Trim 2008,346921.0,C3,,
B,4º Trim 2008,13846.0,C3,,
C,4º Trim 2008,70807.0,C3,,
D,4º Trim 2008,1203538.0,C3,,
E,4º Trim 2008,54399.0,C3,,
F,4º Trim 2008,418769.0,C3,,
G,4º Trim 2008,1014350.0,C3,,
H,4º Trim 2008,228497.0,C3,,
I,4º Trim 2008,497583.0,C3,,
J,4º Trim 2008,150251.0,C3,,
K,4º Trim 2008,955319.0,C3,,
M,4º Trim 2008,393677.0,C3,,
N,4º Trim 2008,250056.0,C3,,
O,4º Trim 2008,365551.0,C3,,
Total general,4º Trim 2008,5963564.0,C3,,
A,1º Trim 2017,358403.0,C3,,
B,1º Trim 2017,11969.0,C3,,
C,1º Trim 2017,82478.0,C3,,
D,1º Trim 2017,1259441.0,C3,,
E,1º Trim 2017,72458.0,C3,,
F,1º Trim 2017,433064.0,C3,,
G,1º Trim 2017,1180196.0,C3,,
H,1º Trim 2017,296739.0,C3,,
I,1º Trim 2017,584237.0,C3,,
J,1º Trim 2017,156043.0,C3,,
K,1º Trim 2017,948213.0,C3,,
M,1º Trim 2017,476431.0,C3,,
N,1º Trim 2017,348555.0,C3,,
O,1º Trim 2017,408345.0,C3,,
Total general,1º Trim 2017,6616572.0,C3,,
A,2º Trim 2017,343743.0,C3,,
B,2º Trim 2017,12029.0,C3,,
C,2º Trim 2017,81097.0,C3,,
D,2º Trim 2017,1248934.0,C3,,
E,2º Trim 2017,72758.0,C3,,
F,2º Trim 2017,447822.0,C3,,
G,2º Trim 2017,1169907.0,C3,,
H,2º Trim 2017,277960.0,C3,,
I,2º Trim 2017,580722.0,C3,,
J,2º Trim 2017,155671.0,C3,,
K,2º Trim 2017,927459.0,C3,,
M,2º Trim 2017,500870.0,C3,,
N,2º Trim 2017,348994.0,C3,,
O,2º Trim 2017,403447.0,C3,,
Total general,2º Trim 2017,6571413.0,C3,,
A,3º Trim 2017,336871.0,C3,,
B,3º Trim 2017,12137.0,C3,,
C,3º Trim 2017,81033.0,C3,,
D,3º Trim 2017,1241237.0,C3,,
E,3º Trim 2017,73336.0,C3,,
F,3º Trim 2017,464141.0,C3,,
G,3º Trim 2017,1175185.0,C3,,
H,3º Trim 2017,281850.0,C3,,
I,3º Trim 2017,585207.0,C3,,
J,3º Trim 2017,155100.0,C3,,
K,3º Trim 2017,926957.0,C3,,
M,3º Trim 2017,504640.0,C3,,
N,3º Trim 2017,352227.0,C3,,
O,3º Trim 2017,406425.0,C3,,
Total general,3º Trim 2017,6596346.0,C3,,
A,4º Trim 2017,347780.0,C3,,
B,4º Trim 2017,11838.0,C3,,
C,4º Trim 2017,81186.0,C3,,
D,4º Trim 2017,1243943.0,C3,,
E,4º Trim 2017,73950.0,C3,,
F,4º Trim 2017,475733.0,C3,,
G,4º Trim 2017,1191266.0,C3,,
H,4º Trim 2017,292926.0,C3,,
I,4º Trim 2017,590167.0,C3,,
J,4º Trim 2017,154538.0,C3,,
K,4º Trim 2017,943178.0,C3,,
M,4º Trim 2017,503545.0,C3,,
N,4º Trim 2017,355130.0,C3,,
O,4º Trim 2017,409589.0,C3,,
Total general,4º Trim 2017,6674769.0,C3,,
A,1º Trim 2018,361731.0,C3,,
B,1º Trim 2018,12259.0,C3,,
C,1º Trim 2018,81493.0,C3,,
D,1º Trim 2018,1247541.0,C3,,
E,1º Trim 2018,74313.0,C3,,
F,1º Trim 2018,474194.0,C3,,
G,1º Trim 2018,1201779.0,C3,,
H,1º Trim 2018,305660.0,C3,,
I,1º Trim 2018,591913.0,C3,,
J,1º Trim 2018,155318.0,C3,,
K,1º Trim 2018,957128.0,C3,,
M,1º Trim 2018,486767.0,C3,,
N,1º Trim 2018,358576.0,C3,,
O,1º Trim 2018,412086.0,C3,,
Total general,1º Trim 2018,6720758.0,C3,,
A,2º Trim 2018,347937.0,C3,,
B,2º Trim 2018,11984.0,C3,,
C,2º Trim 2018,84806.0,C3,,
D,2º Trim 2018,1231816.0,C3,,
E,2º Trim 2018,74213.0,C3,,
F,2º Trim 2018,475903.0,C3,,
G,2º Trim 2018,1186243.0,C3,,
H,2º Trim 2018,284735.0,C3,,
I,2º Trim 2018,586978.0,C3,,
J,2º Trim 2018,155612.0,C3,,
K,2º Trim 2018,933755.0,C3,,
M,2º Trim 2018,510440.0,C3,,
N,2º Trim 2018,357678.0,C3,,
O,2º Trim 2018,405808.0,C3,,
Total general,2º Trim 2018,6647908.0,C3,,
A,3º Trim 2018,344739.0,C3,,
B,3º Trim 2018,12464.0,C3,,
C,3º Trim 2018,85153.0,C3,,
D,3º Trim 2018,1210188.0,C3,,
E,3º Trim 2018,74058.0,C3,,
F,3º Trim 2018,470659.0,C3,,
G,3º Trim 2018,1176707.0,C3,,
H,3º Trim 2018,284596.0,C3,,
I,3º Trim 2018,580308.0,C3,,
J,3º Trim 2018,155044.0,C3,,
K,3º Trim 2018,912267.0,C3,,
M,3º Trim 2018,515675.0,C3,,
N,3º Trim 2018,357674.0,C3,,
O,3º Trim 2018,406338.0,C3,,
Total general,3º Trim 2018,6585870.0,C3,,
A,4º Trim 2018,358451.0,C3,,
B,4º Trim 2018,12451.0,C3,,
C,4º Trim 2018,86488.0,C3,,
D,4º Trim 2018,1191746.0,C3,,
E,4º Trim 2018,74010.0,C3,,
F,4º Trim 2018,462693.0,C3,,
G,4º Trim 2018,1165829.0,C3,,
H,4º Trim 2018,291196.0,C3,,
I,4º Trim 2018,575308.0,C3,,
J,4º Trim 2018,153713.0,C3,,
K,4º Trim 2018,915213.0,C3,,
M,4º Trim 2018,514481.0,C3,,
N,4º Trim 2018,358017.0,C3,,
O,4º Trim 2018,408564.0,C3,,
Total general,4º Trim 2018,6568160.0,C3,,
A,1º Trim 2019,366309.0,C3,,
B,1º Trim 2019,12962.0,C3,,
C,1º Trim 2019,87967.0,C3,,
D,1º Trim 2019,1187362.0,C3,,
E,1º Trim 2019,74144.0,C3,,
F,1º Trim 2019,467355.0,C3,,
G,1º Trim 2019,1163210.0,C3,,
H,1º Trim 2019,302810.0,C3,,
I,1º Trim 2019,573283.0,C3,,
J,1º Trim 2019,152913.0,C3,,
K,1º Trim 2019,923865.0,C3,,
M,1º Trim 2019,496527.0,C3,,
N,1º Trim 2019,359114.0,C3,,
O,1º Trim 2019,407893.0,C3,,
Total general,1º Trim 2019,6575714.0,C3,,
A,2º Trim 2019,358332.0,C3,,
B,2º Trim 2019,11864.0,C3,,
C,2º Trim 2019,89156.0,C3,,
D,2º Trim 2019,1171271.0,C3,,
E,2º Trim 2019,74216.0,C3,,
F,2º Trim 2019,465001.0,C3,,
G,2º Trim 2019,1142323.0,C3,,
H,2º Trim 2019,279750.0,C3,,
I,2º Trim 2019,565759.0,C3,,
J,2º Trim 2019,152028.0,C3,,
K,2º Trim 2019,898524.0,C3,,
M,2º Trim 2019,518173.0,C3,,
N,2º Trim 2019,356415.0,C3,,
O,2º Trim 2019,399294.0,C3,,
Total general,2º Trim 2019,6482106.0,C3,,
A,4º Trim 2019,351928.0,C3,,
B,4º Trim 2019,11887.0,C3,,
C,4º Trim 2019,89758.0,C3,,
D,4º Trim 2019,1145525.0,C3,,
E,4º Trim 2019,74145.0,C3,,
F,4º Trim 2019,424508.0,C3,,
G,4º Trim 2019,1133057.0,C3,,
H,4º Trim 2019,285974.0,C3,,
I,4º Trim 2019,561732.0,C3,,
J,4º Trim 2019,150621.0,C3,,
K,4º Trim 2019,899533.0,C3,,
M,4º Trim 2019,517783.0,C3,,
N,4º Trim 2019,357274.0,C3,,
O,4º Trim 2019,400751.0,C3,,
Total general,4º Trim 2019,6404476.0,C3,,
A,2º Trim 2020,347239.0,C3,,
B,2º Trim 2020,11815.0,C3,,
C,2º Trim 2020,86623.0,C3,,
D,2º Trim 2020,1131542.0,C3,,
E,2º Trim 2020,73509.0,C3,,
F,2º Trim 2020,334682.0,C3,,
G,2º Trim 2020,1105342.0,C3,,
H,2º Trim 2020,249861.0,C3,,
I,2º Trim 2020,545144.0,C3,,
J,2º Trim 2020,147972.0,C3,,
K,2º Trim 2020,860763.0,C3,,
M,2º Trim 2020,500297.0,C3,,
N,2º Trim 2020,355399.0,C3,,
O,2º Trim 2020,377000.0,C3,,
Total general,2º Trim 2020,6127188.0,C3,,
A,4º Trim 2020,340092.0,C3,,
B,4º Trim 2020,11826.0,C3,,
C,4º Trim 2020,82507.0,C3,,
D,4º Trim 2020,1149886.0,C3,,
E,4º Trim 2020,73731.0,C3,,
F,4º Trim 2020,349346.0,C3,,
G,4º Trim 2020,1106773.0,C3,,
H,4º Trim 2020,234738.0,C3,,
I,4º Trim 2020,540401.0,C3,,
J,4º Trim 2020,146831.0,C3,,
K,4º Trim 2020,892587.0,C3,,
M,4º Trim 2020,490838.0,C3,,
N,4º Trim 2020,360067.0,C3,,
O,4º Trim 2020,377016.0,C3,,
Total general,4º Trim 2020,6156639.0,C3,,
A,1º Trim 2021,357847.0,C3,,
B,1º Trim 2021,13076.0,C3,,
C,1º Trim 2021,84172.0,C3,,
D,1º Trim 2021,1168836.0,C3,,
E,1º Trim 2021,74040.0,C3,,
F,1º Trim 2021,361698.0,C3,,
G,1º Trim 2021,1118374.0,C3,,
H,1º Trim 2021,240053.0,C3,,
I,1º Trim 2021,541713.0,C3,,
J,1º Trim 2021,145887.0,C3,,
K,1º Trim 2021,913457.0,C3,,
M,1º Trim 2021,486524.0,C3,,
N,1º Trim 2021,360091.0,C3,,
O,1º Trim 2021,378332.0,C3,,
Total general,1º Trim 2021,6244100.0,C3,,
A,2º Trim 2021,354675.0,C3,,
B,2º Trim 2021,12743.0,C3,,
C,2º Trim 2021,84813.0,C3,,
D,2º Trim 2021,1174308.0,C3,,
E,2º Trim 2021,74124.0,C3,,
F,2º Trim 2021,376900.0,C3,,
G,2º Trim 2021,1115050.0,C3,,
H,2º Trim 2021,220062.0,C3,,
I,2º Trim 2021,538687.0,C3,,
J,2º Trim 2021,146330.0,C3,,
K,2º Trim 2021,908925.0,C3,,
M,2º Trim 2021,502768.0,C3,,
N,2º Trim 2021,361888.0,C3,,
O,2º Trim 2021,374937.0,C3,,
Total general,2º Trim 2021,6246210.0,C3,,
A,4º Trim 2021,345747.0,C3,,
B,4º Trim 2021,11810.0,C3,,
C,4º Trim 2021,86370.0,C3,,
D,4º Trim 2021,1186606.0,C3,,
E,4º Trim 2021,74295.0,C3,,
F,4º Trim 2021,411825.0,C3,,
G,4º Trim 2021,1138536.0,C3,,
H,4º Trim 2021,248019.0,C3,,
I,4º Trim 2021,550399.0,C3,,
J,4º Trim 2021,144042.0,C3,,
K,4º Trim 2021,928613.0,C3,,
M,4º Trim 2021,509225.0,C3,,
N,4º Trim 2021,360258.0,C3,,
O,4º Trim 2021,381884.0,C3,,
Total general,4º Trim 2021,6377629.0,C3,,
A,1º Trim 2022,358044.0,C3,,
B,1º Trim 2022,13138.0,C3,,
C,1º Trim 2022,88104.0,C3,,
D,1º Trim 2022,1210905.0,C3,,
E,1º Trim 2022,74436.0,C3,,
F,1º Trim 2022,421810.0,C3,,
G,1º Trim 2022,1166719.0,C3,,
H,1º Trim 2022,274757.0,C3,,
I,1º Trim 2022,548563.0,C3,,
J,1º Trim 2022,143590.0,C3,,
K,1º Trim 2022,963055.0,C3,,
M,1º Trim 2022,497066.0,C3,,
N,1º Trim 2022,362321.0,C3,,
O,1º Trim 2022,388029.0,C3,,
Total general,1º Trim 2022,6510537.0,C3,,
A,2º Trim 2022,346700.0,C3,,
B,2º Trim 2022,12998.0,C3,,
C,2º Trim 2022,89264.0,C3,,
D,2º Trim 2022,1221128.0,C3,,
E,2º Trim 2022,74550.0,C3,,
F,2º Trim 2022,440693.0,C3,,
G,2º Trim 2022,1173781.0,C3,,
H,2º Trim 2022,270544.0,C3,,
I,2º Trim 2022,547845.0,C3,,
J,2º Trim 2022,143581.0,C3,,
K,2º Trim 2022,946485.0,C3,,
M,2º Trim 2022,523696.0,C3,,
N,2º Trim 2022,359032.0,C3,,
O,2º Trim 2022,387703.0,C3,,
Total general,2º Trim 2022,6538000.0,C3,,
A,3º Trim 2022,337238.0,C3,,
B,3º Trim 2022,12784.0,C3,,
C,3º Trim 2022,91171.0,C3,,
D,3º Trim 2022,1232126.0,C3,,
E,3º Trim 2022,75007.0,C3,,
F,3º Trim 2022,457686.0,C3,,
G,3º Trim 2022,1190417.0,C3,,
H,3º Trim 2022,286212.0,C3,,
I,3º Trim 2022,551472.0,C3,,
J,3º Trim 2022,143912.0,C3,,
K,3º Trim 2022,947980.0,C3,,
M,3º Trim 2022,525713.0,C3,,
N,3º Trim 2022,360509.0,C3,,
O,3º Trim 2022,390836.0,C3,,
Total general,3º Trim 2022,6603063.0,C3,,
A,4º Trim 2022,336533.0,C3,,
B,4º Trim 2022,11637.0,C3,,
C,4º Trim 2022,93038.0,C3,,
D,4º Trim 2022,1240793.0,C3,,
E,4º Trim 2022,75518.0,C3,,
F,4º Trim 2022,471435.0,C3,,
G,4º Trim 2022,1212001.0,C3,,
H,4º Trim 2022,302422.0,C3,,
I,4º Trim 2022,554840.0,C3,,
J,4º Trim 2022,143033.0,C3,,
K,4º Trim 2022,961740.0,C3,,
M,4º Trim 2022,524350.0,C3,,
N,4º Trim 2022,362841.0,C3,,
O,4º Trim 2022,395318.0,C3,,
Total general,4º Trim 2022,6685499.0,C3,,
A,1º Trim 2023,352320.0,C3,,
B,1º Trim 2023,12994.0,C3,,
C,1º Trim 2023,94941.0,C3,,
D,1º Trim 2023,1262058.0,C3,,
E,1º Trim 2023,75832.0,C3,,
F,1º Trim 2023,477357.0,C3,,
G,1º Trim 2023,1236748.0,C3,,
H,1º Trim 2023,322838.0,C3,,
I,1º Trim 2023,558245.0,C3,,
J,1º Trim 2023,142917.0,C3,,
K,1º Trim 2023,980290.0,C3,,
M,1º Trim 2023,506250.0,C3,,
N,1º Trim 2023,365181.0,C3,,
O,1º Trim 2023,398328.0,C3,,
Total general,1º Trim 2023,6786299.0,C3,,
A,2º Trim 2023,341875.0,C3,,
B,2º Trim 2023,12641.0,C3,,
C,2º Trim 2023,96170.0,C3,,
D,2º Trim 2023,1263649.0,C3,,
E,2º Trim 2023,75843.0,C3,,
F,2º Trim 2023,487501.0,C3,,
G,2º Trim 2023,1239439.0,C3,,
H,2º Trim 2023,308985.0,C3,,
I,2º Trim 2023,554732.0,C3,,
J,2º Trim 2023,143316.0,C3,,
K,2º Trim 2023,961553.0,C3,,
M,2º Trim 2023,531860.0,C3,,
N,2º Trim 2023,364204.0,C3,,
O,2º Trim 2023,395845.0,C3,,
Total general,2º Trim 2023,6777613.0,C3,,
A,3º Trim 2023,336544.0,C3,,
B,3º Trim 2023,13260.0,C3,,
C,3º Trim 2023,97697.0,C3,,
D,3º Trim 2023,1269374.0,C3,,
E,3º Trim 2023,76255.0,C3,,
F,3º Trim 2023,485211.0,C3,,
G,3º Trim 2023,1254996.0,C3,,
H,3º Trim 2023,313419.0,C3,,
I,3º Trim 2023,557890.0,C3,,
J,3º Trim 2023,143650.0,C3,,
K,3º Trim 2023,961665.0,C3,,
M,3º Trim 2023,533885.0,C3,,
N,3º Trim 2023,365571.0,C3,,
O,3º Trim 2023,397337.0,C3,,
Total general,3º Trim 2023,6806754.0,C3,,
A,4º Trim 2023,333348.0,C3,,
B,4º Trim 2023,11638.0,C3,,
C,4º Trim 2023,98731.0,C3,,
D,4º Trim 2023,1265003.0,C3,,
E,4º Trim 2023,76896.0,C3,,
F,4º Trim 2023,459160.0,C3,,
G,4º Trim 2023,1265639.0,C3,,
H,4º Trim 2023,321794.0,C3,,
I,4º Trim 2023,557158.0,C3,,
J,4º Trim 2023,142679.0,C3,,
K,4º Trim 2023,968819.0,C3,,
M,4º Trim 2023,530497.0,C3,,
N,4º Trim 2023,367219.0,C3,,
O,4º Trim 2023,400129.0,C3,,
Total general,4º Trim 2023,6798710.0,C3,,
A,1º Trim 2024,355704.0,C3,,
B,1º Trim 2024,13336.0,C3,,
C,1º Trim 2024,100146.0,C3,,
D,1º Trim 2024,1262052.0,C3,,
E,1º Trim 2024,77008.0,C3,,
F,1º Trim 2024,408140.0,C3,,
G,1º Trim 2024,1266968.0,C3,,
H,1º Trim 2024,328365.0,C3,,
I,1º Trim 2024,554162.0,C3,,
J,1º Trim 2024,142181.0,C3,,
K,1º Trim 2024,974285.0,C3,,
M,1º Trim 2024,508383.0,C3,,
N,1º Trim 2024,366303.0,C3,,
O,1º Trim 2024,399694.0,C3,,
Total general,1º Trim 2024,6756727.0,C3,,
A,2º Trim 2024,352799.0,C3,,
B,2º Trim 2024,13070.0,C3,,
C,2º Trim 2024,99812.0,C3,,
D,2º Trim 2024,1237567.0,C3,,
E,2º Trim 2024,76417.0,C3,,
F,2º Trim 2024,387607.0,C3,,
G,2º Trim 2024,1250038.0,C3,,
H,2º Trim 2024,304945.0,C3,,
I,2º Trim 2024,544534.0,C3,,
J,2º Trim 2024,141957.0,C3,,
K,2º Trim 2024,941686.0,C3,,
M,2º Trim 2024,530248.0,C3,,
N,2º Trim 2024,361980.0,C3,,
O,2º Trim 2024,391190.0,C3,,
Total general,2º Trim 2024,6633850.0,C3,,
,1º Trim 1996,275415.0,C4,,
1,1º Trim 1996,227843.0,C4,,
2,1º Trim 1996,6405.0,C4,,
5,1º Trim 1996,8115.0,C4,,
11,1º Trim 1996,23003.0,C4,,
13,1º Trim 1996,2426.0,C4,,
14,1º Trim 1996,7623.0,C4,,
,1º Trim 1996,884282.0,C4,,
15,1º Trim 1996,272813.0,C4,,
16,1º Trim 1996,3824.0,C4,,
17,1º Trim 1996,48474.0,C4,,
18,1º Trim 1996,34518.0,C4,,
19,1º Trim 1996,36348.0,C4,,
20,1º Trim 1996,20055.0,C4,,
21,1º Trim 1996,27709.0,C4,,
22,1º Trim 1996,37642.0,C4,,
23,1º Trim 1996,9389.0,C4,,
24,1º Trim 1996,69287.0,C4,,
25,1º Trim 1996,40893.0,C4,,
26,1º Trim 1996,34174.0,C4,,
27,1º Trim 1996,34181.0,C4,,
28,1º Trim 1996,55338.0,C4,,
29,1º Trim 1996,42430.0,C4,,
30,1º Trim 1996,895.0,C4,,
31,1º Trim 1996,15393.0,C4,,
32,1º Trim 1996,6090.0,C4,,
33,1º Trim 1996,5498.0,C4,,
34,1º Trim 1996,54211.0,C4,,
35,1º Trim 1996,7337.0,C4,,
36,1º Trim 1996,26779.0,C4,,
37,1º Trim 1996,1004.0,C4,,
,1º Trim 1996,44277.0,C4,,
40,1º Trim 1996,34228.0,C4,,
41,1º Trim 1996,10049.0,C4,,
45,1º Trim 1996,182266.0,C4,,
,1º Trim 1996,520178.0,C4,,
50,1º Trim 1996,83170.0,C4,,
51,1º Trim 1996,190588.0,C4,,
52,1º Trim 1996,246420.0,C4,,
,1º Trim 1996,1517860.0,C4,,
55,1º Trim 1996,107350.0,C4,,
60,1º Trim 1996,174109.0,C4,,
61,1º Trim 1996,2834.0,C4,,
62,1º Trim 1996,9989.0,C4,,
63,1º Trim 1996,35869.0,C4,,
64,1º Trim 1996,59092.0,C4,,
65,1º Trim 1996,74980.0,C4,,
66,1º Trim 1996,32232.0,C4,,
67,1º Trim 1996,8784.0,C4,,
70,1º Trim 1996,169701.0,C4,,
71,1º Trim 1996,10776.0,C4,,
72,1º Trim 1996,13460.0,C4,,
73,1º Trim 1996,2405.0,C4,,
74,1º Trim 1996,233173.0,C4,,
75,1º Trim 1996,20502.0,C4,,
80,1º Trim 1996,149657.0,C4,,
85,1º Trim 1996,170426.0,C4,,
90,1º Trim 1996,26818.0,C4,,
91,1º Trim 1996,110376.0,C4,,
92,1º Trim 1996,48614.0,C4,,
93,1º Trim 1996,56713.0,C4,,
Total general,1º Trim 1996,3424278.0,C4,,
,2º Trim 1996,279390.0,C4,,
1,2º Trim 1996,229526.0,C4,,
2,2º Trim 1996,6878.0,C4,,
5,2º Trim 1996,9254.0,C4,,
11,2º Trim 1996,23626.0,C4,,
13,2º Trim 1996,2502.0,C4,,
14,2º Trim 1996,7604.0,C4,,
,2º Trim 1996,892050.0,C4,,
15,2º Trim 1996,270869.0,C4,,
16,2º Trim 1996,4524.0,C4,,
17,2º Trim 1996,51794.0,C4,,
18,2º Trim 1996,35477.0,C4,,
19,2º Trim 1996,36805.0,C4,,
20,2º Trim 1996,20688.0,C4,,
21,2º Trim 1996,27572.0,C4,,
22,2º Trim 1996,37598.0,C4,,
23,2º Trim 1996,9268.0,C4,,
24,2º Trim 1996,69006.0,C4,,
25,2º Trim 1996,41474.0,C4,,
26,2º Trim 1996,34257.0,C4,,
27,2º Trim 1996,34415.0,C4,,
28,2º Trim 1996,56533.0,C4,,
29,2º Trim 1996,43333.0,C4,,
30,2º Trim 1996,945.0,C4,,
31,2º Trim 1996,15734.0,C4,,
32,2º Trim 1996,5376.0,C4,,
33,2º Trim 1996,5477.0,C4,,
34,2º Trim 1996,54831.0,C4,,
35,2º Trim 1996,7349.0,C4,,
36,2º Trim 1996,27737.0,C4,,
37,2º Trim 1996,988.0,C4,,
,2º Trim 1996,44639.0,C4,,
40,2º Trim 1996,34795.0,C4,,
41,2º Trim 1996,9844.0,C4,,
45,2º Trim 1996,186361.0,C4,,
,2º Trim 1996,527860.0,C4,,
50,2º Trim 1996,84535.0,C4,,
51,2º Trim 1996,195589.0,C4,,
52,2º Trim 1996,247736.0,C4,,
,2º Trim 1996,1535203.0,C4,,
55,2º Trim 1996,102517.0,C4,,
60,2º Trim 1996,175808.0,C4,,
61,2º Trim 1996,2894.0,C4,,
62,2º Trim 1996,9865.0,C4,,
63,2º Trim 1996,37965.0,C4,,
64,2º Trim 1996,59999.0,C4,,
65,2º Trim 1996,74443.0,C4,,
66,2º Trim 1996,35926.0,C4,,
67,2º Trim 1996,9361.0,C4,,
70,2º Trim 1996,168599.0,C4,,
71,2º Trim 1996,10791.0,C4,,
72,2º Trim 1996,13731.0,C4,,
73,2º Trim 1996,2394.0,C4,,
74,2º Trim 1996,239287.0,C4,,
75,2º Trim 1996,21842.0,C4,,
80,2º Trim 1996,159780.0,C4,,
85,2º Trim 1996,170861.0,C4,,
90,2º Trim 1996,26496.0,C4,,
91,2º Trim 1996,108404.0,C4,,
92,2º Trim 1996,46511.0,C4,,
93,2º Trim 1996,57729.0,C4,,
Total general,2º Trim 1996,3465503.0,C4,,
,3º Trim 1996,275340.0,C4,,
1,3º Trim 1996,224221.0,C4,,
2,3º Trim 1996,7495.0,C4,,
5,3º Trim 1996,9454.0,C4,,
11,3º Trim 1996,23915.0,C4,,
13,3º Trim 1996,2486.0,C4,,
14,3º Trim 1996,7769.0,C4,,
,3º Trim 1996,898198.0,C4,,
15,3º Trim 1996,268447.0,C4,,
16,3º Trim 1996,3611.0,C4,,
17,3º Trim 1996,52318.0,C4,,
18,3º Trim 1996,35669.0,C4,,
19,3º Trim 1996,37141.0,C4,,
20,3º Trim 1996,21487.0,C4,,
21,3º Trim 1996,27511.0,C4,,
