Categoría,Período,Valor,Fuente,Codigo,DescripcionCompleta
268,2º Trim 2004,13783,C7,,
269,2º Trim 2004,3323,C7,,
270,2º Trim 2004,100699,C7,,
271,2º Trim 2004,26448,C7,,
272,2º Trim 2004,2194,C7,,
273,2º Trim 2004,10963,C7,,
274,2º Trim 2004,11868,C7,,
275,2º Trim 2004,90495,C7,,
276,2º Trim 2004,54200,C7,,
277,2º Trim 2004,1695,C7,,
278,2º Trim 2004,2475,C7,,
279,2º Trim 2004,1485,C7,,
280,2º Trim 2004,53330,C7,,
281,2º Trim 2004,69036,C7,,
282,2º Trim 2004,317498,C7,,
283,2º Trim 2004,166820,C7,,
284,2º Trim 2004,963,C7,,
285,2º Trim 2004,16075,C7,,
286,2º Trim 2004,19473,C7,,
287,2º Trim 2004,126127,C7,,
288,2º Trim 2004,2427,C7,,
289,2º Trim 2004,2474,C7,,
290,2º Trim 2004,6395,C7,,
291,2º Trim 2004,1942,C7,,
292,2º Trim 2004,2753,C7,,
293,2º Trim 2004,816,C7,,
294,2º Trim 2004,1864,C7,,
295,2º Trim 2004,21982,C7,,
296,2º Trim 2004,20300,C7,,
297,2º Trim 2004,3255,C7,,
298,2º Trim 2004,7689,C7,,
299,2º Trim 2004,4891,C7,,
200,3º Trim 2004,123742,C7,,
201,3º Trim 2004,2971,C7,,
202,3º Trim 2004,6373,C7,,
203,3º Trim 2004,7177,C7,,
204,3º Trim 2004,1842,C7,,
205,3º Trim 2004,10154,C7,,
206,3º Trim 2004,1352,C7,,
207,3º Trim 2004,7598,C7,,
208,3º Trim 2004,31324,C7,,
209,3º Trim 2004,3808,C7,,
210,3º Trim 2004,28728,C7,,
211,3º Trim 2004,9161,C7,,
212,3º Trim 2004,28044,C7,,
213,3º Trim 2004,30288,C7,,
214,3º Trim 2004,6813,C7,,
215,3º Trim 2004,8668,C7,,
216,3º Trim 2004,34325,C7,,
217,3º Trim 2004,139,C7,,
218,3º Trim 2004,36,C7,,
219,3º Trim 2004,390,C7,,
220,3º Trim 2004,2637,C7,,
221,3º Trim 2004,190,C7,,
222,3º Trim 2004,1670,C7,,
223,3º Trim 2004,265,C7,,
224,3º Trim 2004,1683,C7,,
225,3º Trim 2004,6780,C7,,
226,3º Trim 2004,511,C7,,
227,3º Trim 2004,39832,C7,,
228,3º Trim 2004,84319,C7,,
229,3º Trim 2004,14871,C7,,
230,3º Trim 2004,18529,C7,,
231,3º Trim 2004,72673,C7,,
232,3º Trim 2004,110851,C7,,
233,3º Trim 2004,899,C7,,
234,3º Trim 2004,2407,C7,,
235,3º Trim 2004,1520,C7,,
236,3º Trim 2004,12065,C7,,
237,3º Trim 2004,6298,C7,,
238,3º Trim 2004,4785,C7,,
239,3º Trim 2004,10277,C7,,
240,3º Trim 2004,8298,C7,,
241,3º Trim 2004,3350,C7,,
242,3º Trim 2004,9397,C7,,
243,3º Trim 2004,12575,C7,,
244,3º Trim 2004,14487,C7,,
245,3º Trim 2004,61424,C7,,
246,3º Trim 2004,45059,C7,,
247,3º Trim 2004,2017,C7,,
248,3º Trim 2004,16170,C7,,
249,3º Trim 2004,24801,C7,,
250,3º Trim 2004,12574,C7,,
251,3º Trim 2004,1058,C7,,
252,3º Trim 2004,1126,C7,,
253,3º Trim 2004,2083,C7,,
256,3º Trim 2004,102684,C7,,
257,3º Trim 2004,70351,C7,,
258,3º Trim 2004,4081,C7,,
261,3º Trim 2004,6637,C7,,
262,3º Trim 2004,1449,C7,,
263,3º Trim 2004,655,C7,,
264,3º Trim 2004,12484,C7,,
265,3º Trim 2004,3134,C7,,
266,3º Trim 2004,1117,C7,,
267,3º Trim 2004,1118,C7,,
268,3º Trim 2004,14464,C7,,
269,3º Trim 2004,3472,C7,,
270,3º Trim 2004,106852,C7,,
271,3º Trim 2004,28424,C7,,
272,3º Trim 2004,2293,C7,,
273,3º Trim 2004,11541,C7,,
274,3º Trim 2004,12224,C7,,
275,3º Trim 2004,92974,C7,,
276,3º Trim 2004,55758,C7,,
277,3º Trim 2004,1778,C7,,
278,3º Trim 2004,2167,C7,,
279,3º Trim 2004,1678,C7,,
280,3º Trim 2004,57835,C7,,
281,3º Trim 2004,69984,C7,,
282,3º Trim 2004,322619,C7,,
283,3º Trim 2004,170721,C7,,
284,3º Trim 2004,1087,C7,,
285,3º Trim 2004,16836,C7,,
286,3º Trim 2004,19414,C7,,
287,3º Trim 2004,127546,C7,,
288,3º Trim 2004,2432,C7,,
289,3º Trim 2004,2888,C7,,
290,3º Trim 2004,6679,C7,,
291,3º Trim 2004,2010,C7,,
292,3º Trim 2004,3127,C7,,
293,3º Trim 2004,856,C7,,
294,3º Trim 2004,1879,C7,,
295,3º Trim 2004,22628,C7,,
296,3º Trim 2004,21810,C7,,
297,3º Trim 2004,3744,C7,,
298,3º Trim 2004,9424,C7,,
299,3º Trim 2004,4997,C7,,
200,4º Trim 2004,127311,C7,,
201,4º Trim 2004,3172,C7,,
202,4º Trim 2004,6735,C7,,
203,4º Trim 2004,7585,C7,,
204,4º Trim 2004,1868,C7,,
205,4º Trim 2004,10555,C7,,
206,4º Trim 2004,1394,C7,,
207,4º Trim 2004,8085,C7,,
208,4º Trim 2004,32343,C7,,
209,4º Trim 2004,3989,C7,,
210,4º Trim 2004,31382,C7,,
211,4º Trim 2004,9777,C7,,
212,4º Trim 2004,30150,C7,,
213,4º Trim 2004,31634,C7,,
214,4º Trim 2004,7031,C7,,
215,4º Trim 2004,8882,C7,,
216,4º Trim 2004,36581,C7,,
217,4º Trim 2004,141,C7,,
218,4º Trim 2004,36,C7,,
219,4º Trim 2004,396,C7,,
220,4º Trim 2004,3410,C7,,
221,4º Trim 2004,294,C7,,
222,4º Trim 2004,1828,C7,,
223,4º Trim 2004,270,C7,,
224,4º Trim 2004,1783,C7,,
225,4º Trim 2004,7041,C7,,
226,4º Trim 2004,553,C7,,
227,4º Trim 2004,41451,C7,,
228,4º Trim 2004,89539,C7,,
229,4º Trim 2004,15904,C7,,
230,4º Trim 2004,18592,C7,,
231,4º Trim 2004,74838,C7,,
232,4º Trim 2004,113456,C7,,
233,4º Trim 2004,908,C7,,
234,4º Trim 2004,2511,C7,,
235,4º Trim 2004,1611,C7,,
236,4º Trim 2004,12016,C7,,
237,4º Trim 2004,6298,C7,,
238,4º Trim 2004,5090,C7,,
239,4º Trim 2004,10498,C7,,
240,4º Trim 2004,8478,C7,,
241,4º Trim 2004,3389,C7,,
242,4º Trim 2004,10052,C7,,
243,4º Trim 2004,13429,C7,,
244,4º Trim 2004,15018,C7,,
245,4º Trim 2004,62027,C7,,
246,4º Trim 2004,45626,C7,,
247,4º Trim 2004,2125,C7,,
248,4º Trim 2004,16833,C7,,
249,4º Trim 2004,25694,C7,,
250,4º Trim 2004,12180,C7,,
251,4º Trim 2004,1049,C7,,
252,4º Trim 2004,1159,C7,,
253,4º Trim 2004,2146,C7,,
256,4º Trim 2004,105443,C7,,
257,4º Trim 2004,71115,C7,,
258,4º Trim 2004,4158,C7,,
261,4º Trim 2004,6964,C7,,
262,4º Trim 2004,1387,C7,,
263,4º Trim 2004,723,C7,,
264,4º Trim 2004,13466,C7,,
265,4º Trim 2004,3114,C7,,
266,4º Trim 2004,1350,C7,,
267,4º Trim 2004,1211,C7,,
268,4º Trim 2004,15064,C7,,
269,4º Trim 2004,3866,C7,,
270,4º Trim 2004,110034,C7,,
271,4º Trim 2004,30698,C7,,
272,4º Trim 2004,2430,C7,,
273,4º Trim 2004,12366,C7,,
274,4º Trim 2004,13196,C7,,
275,4º Trim 2004,97094,C7,,
276,4º Trim 2004,57812,C7,,
277,4º Trim 2004,1899,C7,,
278,4º Trim 2004,1905,C7,,
279,4º Trim 2004,1724,C7,,
280,4º Trim 2004,64148,C7,,
281,4º Trim 2004,80532,C7,,
282,4º Trim 2004,326559,C7,,
283,4º Trim 2004,173995,C7,,
284,4º Trim 2004,1133,C7,,
285,4º Trim 2004,17004,C7,,
286,4º Trim 2004,20449,C7,,
287,4º Trim 2004,129858,C7,,
288,4º Trim 2004,2827,C7,,
289,4º Trim 2004,2341,C7,,
290,4º Trim 2004,6773,C7,,
291,4º Trim 2004,2487,C7,,
292,4º Trim 2004,3194,C7,,
293,4º Trim 2004,854,C7,,
294,4º Trim 2004,1860,C7,,
295,4º Trim 2004,23316,C7,,
296,4º Trim 2004,22681,C7,,
297,4º Trim 2004,3922,C7,,
298,4º Trim 2004,9946,C7,,
299,4º Trim 2004,5006,C7,,
200,1º Trim 2005,130177,C7,,
201,1º Trim 2005,3298,C7,,
202,1º Trim 2005,6912,C7,,
203,1º Trim 2005,7718,C7,,
204,1º Trim 2005,1973,C7,,
205,1º Trim 2005,11331,C7,,
206,1º Trim 2005,1457,C7,,
207,1º Trim 2005,8592,C7,,
208,1º Trim 2005,33060,C7,,
209,1º Trim 2005,4162,C7,,
210,1º Trim 2005,32330,C7,,
211,1º Trim 2005,10124,C7,,
212,1º Trim 2005,31465,C7,,
213,1º Trim 2005,32134,C7,,
214,1º Trim 2005,7304,C7,,
215,1º Trim 2005,9305,C7,,
216,1º Trim 2005,37824,C7,,
217,1º Trim 2005,134,C7,,
218,1º Trim 2005,37,C7,,
219,1º Trim 2005,452,C7,,
220,1º Trim 2005,3793,C7,,
221,1º Trim 2005,213,C7,,
222,1º Trim 2005,1973,C7,,
223,1º Trim 2005,265,C7,,
224,1º Trim 2005,1848,C7,,
225,1º Trim 2005,7206,C7,,
226,1º Trim 2005,838,C7,,
227,1º Trim 2005,46125,C7,,
228,1º Trim 2005,95202,C7,,
229,1º Trim 2005,15983,C7,,
230,1º Trim 2005,18875,C7,,
231,1º Trim 2005,79253,C7,,
232,1º Trim 2005,115144,C7,,
233,1º Trim 2005,904,C7,,
234,1º Trim 2005,2642,C7,,
235,1º Trim 2005,1711,C7,,
236,1º Trim 2005,12347,C7,,
237,1º Trim 2005,6279,C7,,
238,1º Trim 2005,5262,C7,,
239,1º Trim 2005,10863,C7,,
240,1º Trim 2005,8548,C7,,
241,1º Trim 2005,3451,C7,,
242,1º Trim 2005,10774,C7,,
243,1º Trim 2005,13905,C7,,
244,1º Trim 2005,15293,C7,,
245,1º Trim 2005,63189,C7,,
246,1º Trim 2005,46014,C7,,
247,1º Trim 2005,2261,C7,,
248,1º Trim 2005,17267,C7,,
249,1º Trim 2005,26092,C7,,
250,1º Trim 2005,11429,C7,,
251,1º Trim 2005,1071,C7,,
252,1º Trim 2005,1189,C7,,
253,1º Trim 2005,2186,C7,,
256,1º Trim 2005,108071,C7,,
257,1º Trim 2005,75204,C7,,
258,1º Trim 2005,4018,C7,,
261,1º Trim 2005,7240,C7,,
262,1º Trim 2005,1453,C7,,
263,1º Trim 2005,739,C7,,
264,1º Trim 2005,14374,C7,,
265,1º Trim 2005,3132,C7,,
266,1º Trim 2005,1380,C7,,
267,1º Trim 2005,1275,C7,,
268,1º Trim 2005,15754,C7,,
269,1º Trim 2005,3775,C7,,
270,1º Trim 2005,112110,C7,,
271,1º Trim 2005,31855,C7,,
272,1º Trim 2005,2565,C7,,
273,1º Trim 2005,12388,C7,,
274,1º Trim 2005,14388,C7,,
275,1º Trim 2005,101820,C7,,
276,1º Trim 2005,60258,C7,,
277,1º Trim 2005,1958,C7,,
278,1º Trim 2005,2781,C7,,
279,1º Trim 2005,1751,C7,,
280,1º Trim 2005,67435,C7,,
281,1º Trim 2005,83622,C7,,
282,1º Trim 2005,315081,C7,,
283,1º Trim 2005,177166,C7,,
284,1º Trim 2005,1164,C7,,
285,1º Trim 2005,17084,C7,,
286,1º Trim 2005,23617,C7,,
287,1º Trim 2005,131820,C7,,
288,1º Trim 2005,2811,C7,,
289,1º Trim 2005,2431,C7,,
290,1º Trim 2005,6692,C7,,
291,1º Trim 2005,2693,C7,,
292,1º Trim 2005,3108,C7,,
293,1º Trim 2005,838,C7,,
294,1º Trim 2005,1864,C7,,
295,1º Trim 2005,24006,C7,,
296,1º Trim 2005,24520,C7,,
297,1º Trim 2005,4119,C7,,
298,1º Trim 2005,9985,C7,,
299,1º Trim 2005,4961,C7,,
200,2º Trim 2005,128374,C7,,
201,2º Trim 2005,3229,C7,,
202,2º Trim 2005,6861,C7,,
203,2º Trim 2005,7792,C7,,
204,2º Trim 2005,2006,C7,,
205,2º Trim 2005,11240,C7,,
206,2º Trim 2005,1472,C7,,
207,2º Trim 2005,8231,C7,,
208,2º Trim 2005,33352,C7,,
209,2º Trim 2005,4284,C7,,
210,2º Trim 2005,33039,C7,,
211,2º Trim 2005,10166,C7,,
212,2º Trim 2005,33253,C7,,
213,2º Trim 2005,33098,C7,,
214,2º Trim 2005,7285,C7,,
215,2º Trim 2005,9400,C7,,
216,2º Trim 2005,38473,C7,,
217,2º Trim 2005,156,C7,,
218,2º Trim 2005,37,C7,,
219,2º Trim 2005,434,C7,,
220,2º Trim 2005,4398,C7,,
221,2º Trim 2005,240,C7,,
222,2º Trim 2005,2061,C7,,
223,2º Trim 2005,259,C7,,
224,2º Trim 2005,1869,C7,,
225,2º Trim 2005,7526,C7,,
226,2º Trim 2005,679,C7,,
227,2º Trim 2005,42908,C7,,
228,2º Trim 2005,92432,C7,,
229,2º Trim 2005,18088,C7,,
230,2º Trim 2005,19007,C7,,
231,2º Trim 2005,83116,C7,,
232,2º Trim 2005,116590,C7,,
233,2º Trim 2005,920,C7,,
234,2º Trim 2005,2680,C7,,
235,2º Trim 2005,1770,C7,,
236,2º Trim 2005,12434,C7,,
237,2º Trim 2005,7635,C7,,
238,2º Trim 2005,5421,C7,,
239,2º Trim 2005,10707,C7,,
240,2º Trim 2005,9570,C7,,
241,2º Trim 2005,3535,C7,,
242,2º Trim 2005,10626,C7,,
243,2º Trim 2005,14939,C7,,
244,2º Trim 2005,15082,C7,,
245,2º Trim 2005,63982,C7,,
246,2º Trim 2005,46282,C7,,
247,2º Trim 2005,2354,C7,,
248,2º Trim 2005,18080,C7,,
249,2º Trim 2005,26646,C7,,
250,2º Trim 2005,11039,C7,,
251,2º Trim 2005,1063,C7,,
252,2º Trim 2005,1242,C7,,
253,2º Trim 2005,2295,C7,,
256,2º Trim 2005,107925,C7,,
257,2º Trim 2005,72219,C7,,
258,2º Trim 2005,3632,C7,,
261,2º Trim 2005,7653,C7,,
262,2º Trim 2005,1464,C7,,
263,2º Trim 2005,776,C7,,
264,2º Trim 2005,15509,C7,,
265,2º Trim 2005,3164,C7,,
266,2º Trim 2005,1421,C7,,
267,2º Trim 2005,1269,C7,,
268,2º Trim 2005,16306,C7,,
269,2º Trim 2005,3875,C7,,
270,2º Trim 2005,115499,C7,,
271,2º Trim 2005,33924,C7,,
272,2º Trim 2005,2702,C7,,
273,2º Trim 2005,12965,C7,,
274,2º Trim 2005,14362,C7,,
275,2º Trim 2005,102565,C7,,
276,2º Trim 2005,60441,C7,,
277,2º Trim 2005,1923,C7,,
278,2º Trim 2005,2538,C7,,
279,2º Trim 2005,1866,C7,,
280,2º Trim 2005,69935,C7,,
281,2º Trim 2005,80729,C7,,
282,2º Trim 2005,337692,C7,,
283,2º Trim 2005,179828,C7,,
284,2º Trim 2005,1220,C7,,
285,2º Trim 2005,17344,C7,,
286,2º Trim 2005,21943,C7,,
287,2º Trim 2005,132814,C7,,
288,2º Trim 2005,3606,C7,,
289,2º Trim 2005,2443,C7,,
290,2º Trim 2005,7134,C7,,
291,2º Trim 2005,2801,C7,,
292,2º Trim 2005,3167,C7,,
293,2º Trim 2005,854,C7,,
294,2º Trim 2005,1907,C7,,
295,2º Trim 2005,23649,C7,,
296,2º Trim 2005,23857,C7,,
297,2º Trim 2005,4067,C7,,
298,2º Trim 2005,10083,C7,,
299,2º Trim 2005,5073,C7,,
200,3º Trim 2005,128529,C7,,
201,3º Trim 2005,3234,C7,,
202,3º Trim 2005,7112,C7,,
203,3º Trim 2005,8023,C7,,
204,3º Trim 2005,1972,C7,,
205,3º Trim 2005,11541,C7,,
206,3º Trim 2005,1566,C7,,
207,3º Trim 2005,8583,C7,,
208,3º Trim 2005,34019,C7,,
209,3º Trim 2005,4447,C7,,
210,3º Trim 2005,34522,C7,,
211,3º Trim 2005,10518,C7,,
212,3º Trim 2005,35754,C7,,
213,3º Trim 2005,34286,C7,,
214,3º Trim 2005,7506,C7,,
215,3º Trim 2005,9700,C7,,
216,3º Trim 2005,40776,C7,,
217,3º Trim 2005,176,C7,,
218,3º Trim 2005,41,C7,,
219,3º Trim 2005,453,C7,,
220,3º Trim 2005,4916,C7,,
221,3º Trim 2005,317,C7,,
222,3º Trim 2005,2094,C7,,
223,3º Trim 2005,281,C7,,
224,3º Trim 2005,1942,C7,,
225,3º Trim 2005,7882,C7,,
226,3º Trim 2005,682,C7,,
227,3º Trim 2005,45033,C7,,
228,3º Trim 2005,96861,C7,,
229,3º Trim 2005,19246,C7,,
230,3º Trim 2005,19124,C7,,
231,3º Trim 2005,85536,C7,,
232,3º Trim 2005,119150,C7,,
233,3º Trim 2005,911,C7,,
234,3º Trim 2005,2738,C7,,
235,3º Trim 2005,1836,C7,,
236,3º Trim 2005,13003,C7,,
237,3º Trim 2005,7092,C7,,
238,3º Trim 2005,5369,C7,,
239,3º Trim 2005,10830,C7,,
240,3º Trim 2005,9790,C7,,
241,3º Trim 2005,3700,C7,,
242,3º Trim 2005,11422,C7,,
243,3º Trim 2005,15944,C7,,
244,3º Trim 2005,15343,C7,,
245,3º Trim 2005,65042,C7,,
246,3º Trim 2005,46978,C7,,
247,3º Trim 2005,2344,C7,,
248,3º Trim 2005,19177,C7,,
249,3º Trim 2005,27180,C7,,
250,3º Trim 2005,11055,C7,,
251,3º Trim 2005,1051,C7,,
252,3º Trim 2005,1274,C7,,
253,3º Trim 2005,2332,C7,,
256,3º Trim 2005,109675,C7,,
257,3º Trim 2005,72770,C7,,
258,3º Trim 2005,3665,C7,,
261,3º Trim 2005,7720,C7,,
262,3º Trim 2005,1597,C7,,
263,3º Trim 2005,777,C7,,
264,3º Trim 2005,16527,C7,,
265,3º Trim 2005,3227,C7,,
266,3º Trim 2005,1449,C7,,
267,3º Trim 2005,1315,C7,,
268,3º Trim 2005,17061,C7,,
269,3º Trim 2005,3939,C7,,
270,3º Trim 2005,118138,C7,,
271,3º Trim 2005,36232,C7,,
272,3º Trim 2005,2814,C7,,
273,3º Trim 2005,13895,C7,,
274,3º Trim 2005,15664,C7,,
275,3º Trim 2005,103868,C7,,
276,3º Trim 2005,61215,C7,,
277,3º Trim 2005,1982,C7,,
278,3º Trim 2005,1978,C7,,
279,3º Trim 2005,1977,C7,,
280,3º Trim 2005,72898,C7,,
281,3º Trim 2005,76952,C7,,
282,3º Trim 2005,341234,C7,,
283,3º Trim 2005,183766,C7,,
284,3º Trim 2005,1282,C7,,
285,3º Trim 2005,17685,C7,,
286,3º Trim 2005,21381,C7,,
287,3º Trim 2005,134362,C7,,
288,3º Trim 2005,4035,C7,,
289,3º Trim 2005,2758,C7,,
290,3º Trim 2005,7241,C7,,
291,3º Trim 2005,3034,C7,,
292,3º Trim 2005,3478,C7,,
293,3º Trim 2005,828,C7,,
294,3º Trim 2005,2084,C7,,
295,3º Trim 2005,24920,C7,,
296,3º Trim 2005,25125,C7,,
297,3º Trim 2005,4311,C7,,
298,3º Trim 2005,10360,C7,,
299,3º Trim 2005,5133,C7,,
200,4º Trim 2005,130222,C7,,
201,4º Trim 2005,3682,C7,,
202,4º Trim 2005,7446,C7,,
203,4º Trim 2005,8389,C7,,
204,4º Trim 2005,2041,C7,,
205,4º Trim 2005,11928,C7,,
206,4º Trim 2005,1710,C7,,
207,4º Trim 2005,9027,C7,,
208,4º Trim 2005,34997,C7,,
209,4º Trim 2005,4531,C7,,
210,4º Trim 2005,37196,C7,,
211,4º Trim 2005,11370,C7,,
212,4º Trim 2005,38404,C7,,
213,4º Trim 2005,35634,C7,,
214,4º Trim 2005,7790,C7,,
215,4º Trim 2005,9995,C7,,
216,4º Trim 2005,42617,C7,,
217,4º Trim 2005,160,C7,,
218,4º Trim 2005,39,C7,,
219,4º Trim 2005,481,C7,,
220,4º Trim 2005,5009,C7,,
221,4º Trim 2005,626,C7,,
222,4º Trim 2005,2180,C7,,
223,4º Trim 2005,301,C7,,
224,4º Trim 2005,2060,C7,,
225,4º Trim 2005,8096,C7,,
226,4º Trim 2005,728,C7,,
227,4º Trim 2005,47398,C7,,
228,4º Trim 2005,103489,C7,,
229,4º Trim 2005,20637,C7,,
230,4º Trim 2005,19475,C7,,
231,4º Trim 2005,88546,C7,,
232,4º Trim 2005,121719,C7,,
233,4º Trim 2005,908,C7,,
234,4º Trim 2005,2889,C7,,
235,4º Trim 2005,1904,C7,,
236,4º Trim 2005,12841,C7,,
237,4º Trim 2005,6705,C7,,
238,4º Trim 2005,5127,C7,,
239,4º Trim 2005,11113,C7,,
240,4º Trim 2005,9941,C7,,
241,4º Trim 2005,3922,C7,,
242,4º Trim 2005,12294,C7,,
243,4º Trim 2005,16452,C7,,
244,4º Trim 2005,15714,C7,,
245,4º Trim 2005,66129,C7,,
246,4º Trim 2005,47616,C7,,
247,4º Trim 2005,2405,C7,,
248,4º Trim 2005,20199,C7,,
249,4º Trim 2005,27390,C7,,
250,4º Trim 2005,11008,C7,,
251,4º Trim 2005,1074,C7,,
252,4º Trim 2005,1307,C7,,
253,4º Trim 2005,2402,C7,,
256,4º Trim 2005,111855,C7,,
257,4º Trim 2005,73393,C7,,
258,4º Trim 2005,3701,C7,,
261,4º Trim 2005,7695,C7,,
262,4º Trim 2005,1552,C7,,
263,4º Trim 2005,850,C7,,
264,4º Trim 2005,18003,C7,,
265,4º Trim 2005,3404,C7,,
266,4º Trim 2005,1563,C7,,
267,4º Trim 2005,1298,C7,,
268,4º Trim 2005,17934,C7,,
269,4º Trim 2005,4065,C7,,
270,4º Trim 2005,122609,C7,,
271,4º Trim 2005,38246,C7,,
272,4º Trim 2005,2930,C7,,
273,4º Trim 2005,14772,C7,,
274,4º Trim 2005,22106,C7,,
275,4º Trim 2005,106842,C7,,
276,4º Trim 2005,62758,C7,,
277,4º Trim 2005,2062,C7,,
278,4º Trim 2005,2010,C7,,
279,4º Trim 2005,1953,C7,,
280,4º Trim 2005,79425,C7,,
281,4º Trim 2005,88335,C7,,
282,4º Trim 2005,344536,C7,,
283,4º Trim 2005,187952,C7,,
284,4º Trim 2005,1353,C7,,
285,4º Trim 2005,18015,C7,,
286,4º Trim 2005,22039,C7,,
287,4º Trim 2005,137642,C7,,
288,4º Trim 2005,4541,C7,,
289,4º Trim 2005,2484,C7,,
290,4º Trim 2005,7444,C7,,
291,4º Trim 2005,3367,C7,,
292,4º Trim 2005,3513,C7,,
293,4º Trim 2005,845,C7,,
294,4º Trim 2005,2031,C7,,
295,4º Trim 2005,25542,C7,,
296,4º Trim 2005,26549,C7,,
297,4º Trim 2005,4484,C7,,
298,4º Trim 2005,11002,C7,,
299,4º Trim 2005,5177,C7,,
200,1º Trim 2006,132403,C7,,
201,1º Trim 2006,4088,C7,,
202,1º Trim 2006,7822,C7,,
203,1º Trim 2006,8439,C7,,
204,1º Trim 2006,2186,C7,,
205,1º Trim 2006,12590,C7,,
206,1º Trim 2006,1749,C7,,
207,1º Trim 2006,9492,C7,,
208,1º Trim 2006,35641,C7,,
209,1º Trim 2006,4677,C7,,
210,1º Trim 2006,38462,C7,,
211,1º Trim 2006,11776,C7,,
212,1º Trim 2006,39847,C7,,
213,1º Trim 2006,36857,C7,,
214,1º Trim 2006,8132,C7,,
215,1º Trim 2006,10432,C7,,
216,1º Trim 2006,43889,C7,,
217,1º Trim 2006,166,C7,,
218,1º Trim 2006,45,C7,,
219,1º Trim 2006,499,C7,,
220,1º Trim 2006,5112,C7,,
221,1º Trim 2006,310,C7,,
222,1º Trim 2006,2213,C7,,
223,1º Trim 2006,320,C7,,
224,1º Trim 2006,2128,C7,,
225,1º Trim 2006,8345,C7,,
226,1º Trim 2006,947,C7,,
227,1º Trim 2006,52425,C7,,
228,1º Trim 2006,109837,C7,,
229,1º Trim 2006,20435,C7,,
230,1º Trim 2006,19690,C7,,
231,1º Trim 2006,92230,C7,,
232,1º Trim 2006,124335,C7,,
233,1º Trim 2006,896,C7,,
234,1º Trim 2006,2845,C7,,
235,1º Trim 2006,2038,C7,,
236,1º Trim 2006,13087,C7,,
237,1º Trim 2006,7168,C7,,
238,1º Trim 2006,5335,C7,,
239,1º Trim 2006,11469,C7,,
240,1º Trim 2006,9760,C7,,
241,1º Trim 2006,4101,C7,,
242,1º Trim 2006,12920,C7,,
243,1º Trim 2006,17023,C7,,
244,1º Trim 2006,16015,C7,,
245,1º Trim 2006,66948,C7,,
246,1º Trim 2006,48269,C7,,
247,1º Trim 2006,2514,C7,,
248,1º Trim 2006,20879,C7,,
249,1º Trim 2006,27884,C7,,
250,1º Trim 2006,9465,C7,,
251,1º Trim 2006,1084,C7,,
252,1º Trim 2006,1344,C7,,
253,1º Trim 2006,2464,C7,,
256,1º Trim 2006,113342,C7,,
257,1º Trim 2006,77798,C7,,
258,1º Trim 2006,3755,C7,,
261,1º Trim 2006,7797,C7,,
262,1º Trim 2006,1629,C7,,
263,1º Trim 2006,851,C7,,
264,1º Trim 2006,19117,C7,,
265,1º Trim 2006,3538,C7,,
266,1º Trim 2006,1636,C7,,
267,1º Trim 2006,1327,C7,,
268,1º Trim 2006,18776,C7,,
269,1º Trim 2006,4190,C7,,
270,1º Trim 2006,123771,C7,,
271,1º Trim 2006,39106,C7,,
272,1º Trim 2006,3009,C7,,
273,1º Trim 2006,14410,C7,,
274,1º Trim 2006,18017,C7,,
275,1º Trim 2006,109750,C7,,
276,1º Trim 2006,65509,C7,,
277,1º Trim 2006,2052,C7,,
278,1º Trim 2006,3602,C7,,
279,1º Trim 2006,1965,C7,,
280,1º Trim 2006,81385,C7,,
281,1º Trim 2006,92651,C7,,
282,1º Trim 2006,332751,C7,,
283,1º Trim 2006,191409,C7,,
284,1º Trim 2006,1382,C7,,
285,1º Trim 2006,18296,C7,,
286,1º Trim 2006,22629,C7,,
287,1º Trim 2006,139321,C7,,
288,1º Trim 2006,4932,C7,,
289,1º Trim 2006,2643,C7,,
290,1º Trim 2006,7639,C7,,
291,1º Trim 2006,3340,C7,,
292,1º Trim 2006,3702,C7,,
293,1º Trim 2006,850,C7,,
294,1º Trim 2006,2014,C7,,
295,1º Trim 2006,25883,C7,,
296,1º Trim 2006,28155,C7,,
297,1º Trim 2006,4769,C7,,
298,1º Trim 2006,11361,C7,,
299,1º Trim 2006,5216,C7,,
200,2º Trim 2006,130720,C7,,
201,2º Trim 2006,4061,C7,,
202,2º Trim 2006,7717,C7,,
203,2º Trim 2006,8672,C7,,
204,2º Trim 2006,2104,C7,,
205,2º Trim 2006,12199,C7,,
206,2º Trim 2006,1753,C7,,
207,2º Trim 2006,9316,C7,,
208,2º Trim 2006,36216,C7,,
209,2º Trim 2006,4788,C7,,
210,2º Trim 2006,39249,C7,,
211,2º Trim 2006,11800,C7,,
212,2º Trim 2006,40172,C7,,
213,2º Trim 2006,37692,C7,,
214,2º Trim 2006,8099,C7,,
215,2º Trim 2006,10721,C7,,
216,2º Trim 2006,44047,C7,,
217,2º Trim 2006,169,C7,,
218,2º Trim 2006,44,C7,,
219,2º Trim 2006,495,C7,,
220,2º Trim 2006,5343,C7,,
221,2º Trim 2006,296,C7,,
222,2º Trim 2006,2221,C7,,
223,2º Trim 2006,346,C7,,
224,2º Trim 2006,2093,C7,,
225,2º Trim 2006,8632,C7,,
226,2º Trim 2006,705,C7,,
227,2º Trim 2006,48768,C7,,
228,2º Trim 2006,105714,C7,,
229,2º Trim 2006,21662,C7,,
230,2º Trim 2006,19812,C7,,
231,2º Trim 2006,94534,C7,,
232,2º Trim 2006,125327,C7,,
233,2º Trim 2006,893,C7,,
