Período,Sector,Altas,Bajas,Creacion_Neta
1º Trim 2019,O,18604.0,19376.0,-772.0
1º Trim 2019,O,13619.0,22322.0,-8703.0
1º Trim 2019,O,13944.0,13259.0,685.0
2º Trim 2019,O,14988.0,14643.0,345.0
1º Trim 2020,O,15819.0,17573.0,-1754.0
1º Trim 2020,O,4115.0,26201.0,-22086.0
1º Trim 2020,O,4955.0,9083.0,-4128.0
2º Trim 2020,O,11359.0,7607.0,3752.0
1º Trim 2021,O,12865.0,11687.0,1178.0
1º Trim 2021,O,11165.0,14589.0,-3424.0
1º Trim 2021,O,10644.0,10501.0,143.0
2º Trim 2021,O,16890.0,9944.0,6946.0
1º Trim 2022,O,19340.0,13014.0,6326.0
1º Trim 2022,O,16999.0,17674.0,-675.0
1º Trim 2022,O,15346.0,12427.0,2919.0
2º Trim 2022,O,17644.0,13690.0,3954.0
1º Trim 2023,O,19503.0,16779.0,2724.0
1º Trim 2023,O,16518.0,18706.0,-2188.0
1º Trim 2023,O,14771.0,13108.0,1663.0
2º Trim 2023,O,16523.0,13728.0,2795.0
1º Trim 2024,O,16839.0,19370.0,-2531.0
1º Trim 2024,O,12309.0,20723.0,-8414.0
1º Trim 2024,O,10896.0,12794.0,-1898.0
2º Trim 2024,O,15363.0,12301.0,3062.0
1º Trim 2025,O,14880.0,16570.0,-1690.0
1º Trim 2025,O,13143.0,19584.0,-6441.0
